	MONTH	DAY_OF_MONTH	DAY_OF_WEEK	CRS_DEP_TIME	CRS_ARR_TIME	CRS_ELAPSED_TIME	DAY_OF_YEAR	ATL	IAH	DTW	IAD	SNA	FLL	OAK	DAB	IND	FAT	SFO	BWI	MSY	OGG	LAS	HOU	JFK	BOS	AUS	FAY	LRD	DCA	LIH	PHL	CLE	LGA	DEN	DAL	LAX	GSP	RSW	MCO	PDX	MLU	CLT	SMF	SEA	DFW	SAN	MDW	MCI	MSP	LEX	DSM	CVG	ORD	PHX	TPA	SJU	RAP	SJC	FLG	EWR	SAT	JAX	TYS	MKE	SYR	MSN	MIA	PIT	ONT	ROC	CID	BIS	CAE	BHM	LNK	ABE	ITO	EUG	LIT	MOB	BOI	GRB	OMA	SLC	ABQ	GRR	STL	PBI	TRI	FNT	SRQ	PNS	CMH	CHS	GPT	SPI	COS	HPN	ORF	BZN	ALB	BNA	RDU	RIC	CAK	JAC	ACV	ISP	SGU	GRK	MRY	ELP	XNA	MEM	BUF	BUR	SAV	HNL	ATW	GSO	SHV	KOA	SCE	MAF	CRW	TUS	BDL	CMX	BTR	BTV	OKC	SBP	HYA	BRO	PVD	MBS	LBB	RNO	SGF	JNU	FSD	ICT	ANC	LGB	ELM	LAN	ILM	MEI	HDN	PSP	BRW	FAR	PIA	GEG	INL	AVP	HIB	UST	TUL	IDA	CIU	SUN	MFR	MYR	CHO	SBA	BFL	SBN	YUM	FWA	CDC	EGE	HLN	ECP	JAN	PWM	AMA	ROA	LFT	EAU	CPR	ACY	VPS	PHF	RDM	SDF	OAJ	MLI	MGM	CWA	LCH	ASE	GNV	BTM	KTN	BJI	TVC	SCC	AVL	PAH	STT	GCK	RHI	ITH	GCC	JLN	MHT	DRO	SMX	BMI	DLH	TLH	PIH	ABY	GJT	DAY	MVY	PSC	ABI	MOT	AGS	LWS	WYS	BQN	BLI	EWN	DHN	PSE	SPS	MDT	VLD	FAI	SJT	PIB	BIL	HSV	BET	ACK	CRP	HRL	TTN	ESC	OTZ	MKG	COD	ISN	ERI	MTJ	BQK	EYW	LSE	MLB	MSO	FCA	EVV	RST	ROW	LAR	SAF	JMS	EKO	CHA	LAW	SIT	BGM	OTH	AEX	APN	GTF	TXK	BPT	MFE	GUC	RDD	OME	TYR	RKS	CSG	PSG	AZO	BRD	DVL	SWF	ACT	STX	LBE	MQT	ADQ	ABR	CLL	GFK	PLN	FSM	ORH	GUM	GTR	WRG	GRI	AKN	HOB	BGR	IMT	YAK	PBG	PPG	TWF	IAG	CDV	GGG	HYS	DLG	GST	MMH	PGD	ADK	SPN	CARRIER_AA	CARRIER_AS	CARRIER_B6	CARRIER_DL	CARRIER_EV	CARRIER_F9	CARRIER_HA	CARRIER_NK	CARRIER_OO	CARRIER_UA	CARRIER_VX	CARRIER_WN
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
